,id,name,followers,popularity,genres,chart_hits,top_chart
5750,0mdD8YXAyJDJ2BHxIKF0Yf,Raly Barrionuevo,167801.0,50,"['argentine rock', 'folclore santiagueno', 'folklore argentino', 'rock en espanol', 'rock nacional']",,
5751,1Li0eIWeMeWcOOWpImcG9H,Albert Hammond Jr,214169.0,50,"['indie rock', 'modern rock', 'rock']",,
5752,4u3Da1oOLaZawlwHqhDV9e,Samira Koppikar,945.0,42,[],,
5753,3prQP1rZAd6Z0RokkyZ0zP,Paolo Contis,161.0,29,[],,
5754,12dKgSPncmYTBKnNsWlCIe,Nahuel Herrera,196.0,26,['cumbia 420'],,
5755,3rVDrFp6ni8VwaCGj5h395,Jamal Abdillah,82210.0,39,"['classic malaysian pop', 'malaysian pop']",['my (2)'],my
5756,014WIDx7H4BRCHB1faiisK,Los Tucanes De Tijuana,1925657.0,73,"['corrido', 'musica mexicana', 'norteno', 'ranchera']","['gt (1)', 'mx (2)']",mx
5757,2pwGLyeBChBmnXKp7iuKga,Forgen,6380.0,26,"['czech hip hop', 'czsk hip hop']",['cz (1)'],cz
5758,38VfUvRpU0Tn6COM6AvMH0,Nikos Portokaloglou,50408.0,37,"['classic greek rock', 'entehno', 'greek indie']",,
5759,0JGI98ag3YDbM9SCHcnKXg,Petra Mullejans,555.0,41,['historically informed performance'],,
5760,27R1aBy7FfkYevfYen4sMp,George Birge,8042.0,43,[],,
5761,1dkyORGHN0TOmjzu5qCO45,Kronkel Dom,23129.0,55,['polish hip hop'],['pl (2)'],pl
5762,4jEl4IQK6F0OECbeeatBBM,Mc Sapinha,258.0,41,['funk mandelao'],,
5763,5a4Lwkfl8momi2Two1wSBA,Sanjeev Chaturvedi,1362.0,42,[],,
5764,0bWNsLp2zKgUNInup4gU9F,Mpelafon,5823.0,32,['greek underground rap'],,
5765,4SpGhmdFn74C0Q7D2BhUVG,The Dust Brothers,15134.0,37,['techno'],,
5766,4nDoRrQiYLoBzwC5BhVJzF,Camila Cabello,27956268.0,82,"['dance pop', 'pop', 'post-teen pop', 'uk pop']","['us (23)', 'gb (21)', 'ar (18)', 'au (18)', 'at (14)', 'be (18)', 'bo (12)', 'br (21)', 'bg (25)', 'ca (25)', 'cl (8)', 'co (14)', 'cr (16)', 'cy (24)', 'cz (15)', 'dk (12)', 'do (15)', 'ec (9)', 'eg (9)', 'sv (18)', 'ee (17)', 'fi (14)', 'fr (8)', 'de (12)', 'gr (25)', 'gt (11)', 'hn (11)', 'hk (24)', 'hu (24)', 'is (12)', 'in (8)', 'id (10)', 'ie (25)', 'il (11)', 'it (9)', 'jp (10)', 'lv (16)', 'lt (23)', 'lu (20)', 'my (25)', 'mt (22)', 'mx (11)', 'ma (8)', 'nl (17)', 'nz (16)', 'ni (14)', 'no (17)', 'pa (19)', 'py (8)', 'pe (10)', 'ph (19)', 'pl (16)', 'pt (25)', 'ro (14)', 'sa (9)', 'sg (25)', 'sk (25)', 'za (10)', 'kr (3)', 'es (13)', 'se (14)', 'ch (18)', 'tw (26)', 'th (17)', 'tr (6)', 'ae (10)', 'uy (19)', 'vn (13)']",tw
5767,5Nf5yishRW9Ye174sJISkg,London On Da Track,60093.0,54,['atl hip hop'],"['us (1)', 'ca (1)']",us
5768,6uD7fMzRa46LcvRCACEd2G,SAARA,22791.0,30,[],"['fi (7)', 'no (1)']",fi
5769,1g8q1m1XjmUW8zOO3vCqcW,Fnaire,118877.0,35,['moroccan pop'],['ma (1)'],ma
5770,0uyFV0LxFMMOTQGUa3TQiO,Jotadejuan,64.0,30,[],,
5771,73A3bLnfnz5BoQjb4gNCga,Bicep,376619.0,61,"['ambient house', 'electronica']","['gb (2)', 'ee (1)', 'ie (2)', 'lt (1)']",gb
5772,3hfczsQRbhO3io1UwQFM1y,Combinacion De La Habana,172744.0,50,"['salsa peruana', 'timba']",['pe (1)'],pe
5773,1OQa8VMULlbmbFmDcdfBZj,Irina Rimes,359067.0,52,"['moldovan pop', 'romanian pop']",['ro (17)'],ro
5774,7Cqqd8uYKo6L22O2W344CP,L'Omy,63448.0,36,"['champeta', 'reggaeton colombiano']",['co (1)'],co
5775,1mrrvBvbrm28iYaPlJ9mG5,Alex Adair,40409.0,51,"['house', 'pop dance', 'tropical house']","['gb (1)', 'at (1)', 'be (1)', 'ee (1)', 'de (2)', 'ie (1)', 'lv (1)', 'lt (1)', 'nl (2)', 'no (1)', 'pl (1)', 'se (1)', 'ch (1)']",de
5776,2n6aFLFLpEBs61Kfy5EX5v,OGUZ,1726.0,33,[],,
5777,4PBsbrIjDe6JastAB32tUa,Dex,2328.0,30,[],,
5778,22fLwOqQV0IYn4GTTfg4Ha,LPW,819.0,39,[],,
5779,5B4kCOhcqTywB9YwXPfFtJ,Weird Genius,435752.0,53,[],"['id (4)', 'my (1)', 'sg (1)', 'th (1)']",id
5780,2mNOoqXYY177q7TtuqJL9q,Nathan C,3828.0,37,[],,
5781,1SCaQu3jTbcKIjy8aC7KHa,Jace Chan,25686.0,46,"['cantopop', 'hk-pop', 'hong kong hip hop']",['hk (7)'],hk
5782,4EhiIwwMPecLznwn87sRw2,Joachim Garraud,29998.0,50,['electro house'],,
5783,1TwlkwXmPa7C79y9mcBaqt,DJ Bianca Lif,3594.0,42,[],,
5784,1QcNpVT6u0dHxmjpZoJtHd,Copyright,8210.0,28,"['deep house', 'soulful house', 'vocal house']",,
5785,0W8OiQzSH1G4o2rauWtZoE,Dj Keru,97.0,44,[],,
5786,29uv73NgdUp0BNNBzE2sYn,Ryan Munroe,22.0,25,[],,
5787,4dPVjczzpR0wTcIfEfqteT,DaDon,33.0,32,[],,
5788,19z3Is8jPDFmLphrQ2w2Du,Konzerthaus Kammerorchester Berlin,2013.0,58,['chamber orchestra'],,
5789,5Yo5iU2nf4H41waPl4ZnS1,LEA,1227252.0,65,['german pop'],"['at (11)', 'de (16)', 'lu (2)', 'ch (8)']",de
5790,0VJIBKdqJygrupAxpSTk7q,Shaka Ponk,323885.0,50,['french rock'],,
5791,3jPbwZEofynIfjPNLrXTwd,Emilian,14392.0,41,['romanian pop'],['ro (1)'],ro
5792,1Q8oXY9a2XWdL8fBcOBuR7,Koras,336.0,33,[],,
5793,1JsnraXeS2KK3dgwNR9ARf,B.R.O,129346.0,53,"['polish hip hop', 'polish pop']",['pl (1)'],pl
5794,50mdotNCJ2PcoZiAgsh8dY,SFB,218231.0,57,"['dutch hip hop', 'dutch rap pop']","['be (6)', 'nl (41)']",nl
5795,0X7S9BiCFjGRK3U6lazy2J,Troo.L.S,2791.0,33,['danish hip hop'],,
5796,7DW4ijH3n36QN0RlC0n649,Angeline Quinto,555677.0,53,['opm'],['ph (3)'],ph
5797,5JyEgson2YVsJT0fNGroWn,Thabza Tee,286.0,38,[],,
5798,0h0C8mMT21p0Ixq6qO1UMH,$tupid Young,107678.0,52,"['asian american hip hop', 'cali rap', 'west coast trap']",,
5799,4Qv21cLGHUxyffRHV7vaUp,Sarath Santosh,1808.0,41,['tollywood'],['in (1)'],in
5800,1vXd8VYVBdIxMO4zjBb4pl,Nomad,796.0,31,[],,
5801,1IvFufVF80HVems7ozsV6P,IBO,3731.0,27,[],,
5802,31shErrQgVvu6r5rvF3unD,MD DJ,24850.0,48,['romanian electronic'],,
5803,3xLiWZ3znvRdfD3Xv3bjIt,Pako,8801.0,47,['polish trap'],,
5804,45y5kS0Nhm3v7Do6W5dbcS,Scottish Chamber Orchestra,2739.0,40,"['british orchestra', 'chamber orchestra']",,
5805,1rdQOMFFtoskDXXUVjiGo9,Shweta Mohan,604293.0,61,"['filmi', 'tamil pop']",['in (1)'],in
5806,5AUTN6tMncnOnYgJK1VM6K,Sam i,7542.0,46,[],,
5807,6paE2t0If1wcufBS2OE0b3,Oken,11595.0,43,"['reggaeton flow', 'trap latino']",,
5808,0gHpIfv815XYSaH0m3X08y,La Rouge,7352.0,36,"['kaseko', 'surinamese pop']",,
5809,28GxfEqJSbq0Q2ckxxSxos,Aswin Vijayan,70.0,25,[],,
5810,58l4CfKVxJcp2tYu7Ux2up,NAWAS,2682.0,22,[],,
5811,5sRQkVexJlax2iISuqL8cV,Kalazh44,139170.0,54,"['deep german hip hop', 'german drill', 'german hip hop', 'german underground rap']","['at (6)', 'de (14)', 'lu (3)', 'ch (5)']",de
5812,2ASyTeQe98f5E0KoU6x7lC,Roberto Pulido,35274.0,37,"['tejano', 'tex-mex']",,
5813,2oSUM9uhk6znZZHvsCisAk,Vanya,22172.0,30,"['bulgarian pop', 'chalga']",['bg (2)'],bg
5814,1eAUUUcwxH9iffCv8L49Xf,FrozenGangBeatz,7285.0,30,['russian viral rap'],"['ru (1)', 'ua (1)']",ru
5815,2zvpm9x2IQdzpTIPcxsBVO,Vincent Wong,14347.0,34,['cantopop'],['hk (2)'],hk
5816,0BBwlSQvHHtahgYpLj1wJE,Shaun Frank,52078.0,47,"['canadian electronic', 'pop edm']",['nl (1)'],nl
5817,4P2y5Q6AP6IvvT7zKLAvwb,xRick,3956.0,22,"['emo trap italiana', 'trap italiana']",,
5818,2Jd0o9svYgaJKycSRm9pBg,DJ K,9.0,21,[],,
5819,4pbf0r8aDwUUKHiPciTGxm,Tone,707.0,25,[],,
5820,5MS6HieNmKxzkAM8amE8sr,Rebecca,333243.0,52,"['funk 150 bpm', 'funk carioca', 'pop lgbtq+ brasileira']",['br (3)'],br
5821,1mcqfNCReSFxun2vIWvC28,KZ Tandingan,827901.0,54,['opm'],['ph (5)'],ph
5822,6RjLqpWiji9AdDMVNm6QrX,Deepierro,908.0,37,['covertronica'],,
5823,2Ns3GuAU2LYllDr7z20d0e,No Limit,5125.0,54,"['francoton', 'pop urbaine']","['be (1)', 'fr (4)', 'lu (3)', 'ch (3)']",fr
5824,1FLxXnFMMpCQYzHTIYtYLH,Lino Golden,51324.0,39,['romanian trap'],['ro (2)'],ro
5825,3LW3TOMoNLelResUQ8w4UR,T-BIGGEST,39563.0,31,"['thai hip hop', 'thai trap']",['th (1)'],th
5826,03W0px9tiYBAGSf9pltZRr,Dike,318.0,23,['tamburica'],,
5827,4upwdFMlZBmQ68jP9jPzjK,Gemitaiz,1917138.0,69,['italian hip hop'],"['it (76)', 'ch (1)']",it
5828,0HjB3rtVPu5Jve932SWH3N,Fred Page,754.0,20,[],,
5829,0PcIlEZa7rreM7729ot05g,Stephanie Mills,487573.0,48,"['contemporary r&b', 'disco', 'funk', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']",,
5830,0o0rlxlC3ApLWsxFkUjMXc,Ziggy Marley,1131314.0,56,"['reggae', 'roots reggae']",['ch (1)'],ch
5831,3r82jUxl7ThSdOhB90Qn6u,1019,20897.0,49,"['german hip hop', 'german trap']","['at (1)', 'de (3)']",de
5832,1T4Hdd5i7fFgwaqPcj2BQ3,Reginald,12065.0,44,"['czech hip hop', 'czech pop', 'czsk hip hop']",['cz (4)'],cz
5833,2p0Hf0MF8Nw8lwAXokczf0,Smif-N-Wessun,172778.0,45,"['alternative hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'turntablism']",,
5834,4iPWkK6w5BekqTgXcg8f7L,Gowtham Bharadwaj,35642.0,46,['tollywood'],['in (1)'],in
5835,19k8AgwwTSxeaxkOuCQEJs,Jelly Roll,1477176.0,71,"['country rap', 'nashville hip hop', 'tennessee hip hop']",['us (1)'],us
5836,0I5HubncQ8E1MFZOlPDY4J,Trinidad James,292007.0,57,"['atl hip hop', 'dirty south rap', 'rap', 'southern hip hop', 'trap']",,
5837,1rIc4yTieeRq25NA3T8RQ5,DJ Matt D,326691.0,62,"['funk carioca', 'funk consciente', 'funk mtg', 'funk ostentacao']","['br (4)', 'pt (1)']",br
5838,6z1cicLMt9XArxN10q7m8a,Travis Porter,816573.0,57,"['atl hip hop', 'dirty south rap', 'futuristic swag', 'pop rap', 'rap', 'southern hip hop', 'trap', 'viral rap']",,
5839,2CeSpJpSDU42CUgPdGfyo0,Thug Slime,149243.0,56,['greek trap'],"['cy (3)', 'gr (44)']",gr
5840,1PPuO6mkbUFNCEh6uU0i71,Desi Routz,712.0,44,[],,
5841,6S3KljEiIOWoLMUyZrkQUc,Marnik,99347.0,57,['electro house'],"['fr (1)', 'lu (1)']",fr
5842,0FANO2V4NXk2W8QrTBnBd6,Jon Baiat Bun,469.0,29,[],,
5843,6tzRZ39aZlNqlUzQlkuhDV,Pabllo Vittar,3881686.0,65,"['dance pop', 'funk carioca', 'funk pop', 'pop', 'pop lgbtq+ brasileira', 'pop nacional']","['br (34)', 'pt (4)']",br
5844,17IHT4KW6k85SHKiSAssQt,Rokas,482.0,30,['lithuanian pop'],['lt (1)'],lt
5845,2S0tj8IQ2ytFKa5HdCni57,Simon Field,45280.0,51,['norwegian house'],['no (1)'],no
5846,4BIQA9vRkqXEnA2twmq7mU,Mario Winans,45501.0,57,"['r&b', 'urban contemporary']",,
5847,2HtEBtekn0bXogyogD3PTr,Victor & Leo,1460783.0,60,"['axe', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",['br (3)'],br
5848,0QH2EQUeL4yhzlFC9XXjC2,Eme Sarav,11458.0,56,['cumbia 420'],,
5849,30hElzuHCZ1qzCl364SHma,Teejay,112084.0,45,"['dancehall', 'jamaican dancehall', 'jamaican hip hop', 'traphall', 'trinibad']",['za (1)'],za
5850,4i3xTXTC1XOldF8KAIOwma,8 Corazones,25362.0,38,['cumbia paraguaya'],,
5851,2rA5hybfOSoyc2lTHMLChj,El Crok,2818.0,22,[],,
5852,3XqH4FcUOrw2gw7L3BBaDn,Arttu Wiskari,93624.0,48,"['finnish dance pop', 'finnish hip hop', 'finnish pop', 'iskelma', 'suomi rock']",['fi (32)'],fi
5853,2hVUvYKMCzYWvNnzRIn2Vp,DJ Chino,22786.0,40,"['perreo', 'rkt']",,
5854,1l77H77LuXtybJS9PaSQ53,Vanze,13498.0,36,['gaming edm'],,
5855,1ldpEB62bhHdKBLnaYYLvs,Santiago Motorizado,16003.0,37,['argentine indie'],,
5856,35N3mSmoFeUOhGX4nZqvdo,Milka,793.0,24,['zouk'],,
5857,1t20wYnTiAT0Bs7H1hv9Wt,EDEN,948702.0,65,['indie poptimism'],,
5858,4jKvQ93sRiKroRRaAI6Fqk,Agoney,82041.0,44,"['latin talent show', 'latin viral pop']",['es (2)'],es
5859,2JmyyU2PFaGv5e5zRLNCQr,MARYNE,842.0,22,['swiss pop'],,
5860,6cpj6MeLF0pLx34Un9Bpj3,Alina Eremia,143162.0,45,['romanian pop'],['ro (3)'],ro
5861,0re1rxUsmmsr5u6qbXvl8z,A9Dbo Fundz,6259.0,44,[],,
5862,3MpMuiI6gcFqUWmw54W3iB,Beauty Pikete,1943.0,30,[],,
5863,1VJ0briNOlXRtJUAzoUJdt,FISHER,675394.0,69,['australian house'],"['gb (2)', 'au (2)', 'be (2)', 'bg (1)', 'hu (1)', 'is (1)', 'ie (2)', 'lt (1)', 'lu (1)', 'mt (1)', 'nl (2)', 'nz (2)', 'ro (1)', 'ch (1)']",gb
5864,4u7uWR7bpcGEI8y52LPAZL,76er Boys,6022.0,32,['german underground rap'],,
5865,0dMebvi9NQ4TNjqWIH9dXp,Mohamed Al Shehhi,106085.0,33,['khaliji'],['sa (3)'],sa
5866,5CN1DkR3F5RoHI2QZF1cn9,Late Nine,127.0,30,[],,
5867,15k33gArN2NU6cEYyQC3xZ,Lisa Ajax,56499.0,40,"['europop', 'melodipop', 'swedish idol pop', 'swedish pop']",['se (7)'],se
5868,1QxkThT4UZIVSv5KS7KS8I,Sarita,663.0,40,[],['do (1)'],do
5869,3wzxasxU7kQxHPr0ky5rJq,Candyland,15789.0,36,['complextro'],['lt (1)'],lt
5870,2L8yW8GIoirHEdeW4bWQXq,TJR,148436.0,53,"['edm', 'electro house', 'melbourne bounce', 'moombahton', 'pop dance', 'progressive electro house', 'uk garage']",,
5871,1uhl1XFRNVY8fkPg0tDRMh,Linius,6445.0,40,"['g-house', 'lithuanian edm']",['lt (1)'],lt
5872,0x2NoetQIbFwNeM6oCQUx9,Roy Bing,366.0,35,[],,
5873,4OoHneMX97SjUXKWgsyrP4,GPF,48452.0,49,"['tekk', 'uptempo hardcore']",,
5874,2ALvqcc7WQLi15M4ikf8PU,Sambalove,574.0,28,[],,
5875,11mqrDSFRRz8g0Wb3syJj5,Panteon Rococo,2268629.0,65,"['latin alternative', 'latin rock', 'mexican rock', 'rock en espanol', 'ska mexicano']",['mx (1)'],mx
5876,45eUXWgwkv92uAk1KQFI6D,Jozo,30861.0,48,"['dutch hip hop', 'dutch rap pop']",['nl (3)'],nl
5877,1VHOQMdKPj695HOOfrMFEG,Brulux,6.0,24,[],,
5878,5olrQpDroHT7sjmYWMLivy,Pressa,108687.0,54,"['canadian hip hop', 'melodic rap', 'rap montrealais', 'toronto rap', 'trap']",['ca (3)'],ca
5879,4ehtJnVumNf6xzSCDk8aLB,Martin Jensen,1275410.0,67,"['dance pop', 'danish electronic', 'deep house', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'tropical house', 'uk pop']","['us (1)', 'gb (2)', 'ar (1)', 'au (2)', 'at (4)', 'be (2)', 'bo (1)', 'br (2)', 'bg (3)', 'ca (3)', 'cl (1)', 'co (1)', 'cr (1)', 'cy (3)', 'cz (3)', 'dk (13)', 'do (1)', 'ec (1)', 'sv (1)', 'ee (3)', 'fi (5)', 'fr (1)', 'de (3)', 'gr (3)', 'gt (1)', 'hn (1)', 'hk (2)', 'hu (3)', 'is (2)', 'id (2)', 'ie (2)', 'it (1)', 'jp (1)', 'lv (3)', 'lt (5)', 'lu (3)', 'my (3)', 'mt (3)', 'mx (2)', 'nl (3)', 'nz (1)', 'ni (1)', 'no (9)', 'pa (1)', 'py (1)', 'pe (1)', 'ph (2)', 'pl (3)', 'pt (1)', 'ro (1)', 'sg (3)', 'sk (3)', 'za (1)', 'es (1)', 'se (9)', 'ch (2)', 'tw (3)', 'th (1)', 'tr (1)', 'uy (1)']",dk
5880,3BG9cpTxZQzQChcsp7ss9a,Mr. Capone-E,216597.0,52,"['chicano rap', 'g funk', 'gangster rap', 'latin hip hop', 'west coast rap']",,
5881,7Hq6EHWg4kFI4BtsRx1MpO,David Whistle,5088.0,45,[],,
5882,2ai7pfLQa1AFe6Pl8USsim,C. Flee,1464.0,28,['urbano chileno'],,
5883,0b12jbF0GecPdEK6efi4Nf,Rajdeep Chatterjee,71.0,25,[],,
5884,1tG4YxtmYSP5G7w2YA8jRJ,Rox A,200.0,31,[],,
5885,00PgQZNvaqJXEwja8qi00t,Jubin,2460.0,27,[],,
5886,3jERgGiTwNAPxNmDasAb31,Tyler Shaw,79246.0,56,['pop quebecois'],['ca (2)'],ca
5887,5Vuvs6Py2JRU7WiFDVsI7J,Lucky Daye,440587.0,68,"['pop', 'r&b']","['us (1)', 'gb (1)', 'au (1)', 'bg (1)', 'ca (1)', 'cy (1)', 'dk (1)', 'ee (1)', 'lt (1)', 'lu (1)', 'nz (1)', 'no (1)', 'pt (1)', 'ro (1)', 'sa (1)', 'za (1)', 'ch (1)', 'ae (1)']",us
5888,51MxI9mWmRMPLK9eNlyQ7o,3robi,203630.0,61,"['dutch hip hop', 'dutch rap pop', 'rap belge']","['be (4)', 'ma (2)', 'nl (37)']",nl
5889,0ZnmpHEiVrHpbyRqDYjnTL,Smoke Boys,122320.0,39,"['grime', 'uk drill', 'uk hip hop']",,
5890,0O0itpNfasVDKjX5O3Pmp3,Athzy,1210.0,39,[],,
5891,1NDYAcgpsX4ony5CD0QIxW,Kalle Moraeus,10615.0,32,"['folkmusik', 'swedish fiddle']",['se (1)'],se
5892,0gJquJFhW829uQhytBRNT5,Azana,91560.0,37,"['afro soul', 'south african pop']",['za (1)'],za
5893,4LYX3rRdXV2l99wR5YPFoK,Dub Pistols,58169.0,40,"['big beat', 'breakbeat']",,
5894,3YGhjqvLaubUOc5KuqNRQs,Jacques Houdek,4945.0,28,['croatian pop'],['lt (1)'],lt
5895,3YbWcfZCP1MPYvMzLxkvSI,Diskover,13394.0,41,['brazilian edm'],,
5896,1G89WXRVVAEjU4VIwgg6XD,Ventino,1339782.0,52,"['colombian pop', 'latin pop', 'latin viral pop']",['co (6)'],co
5897,2aimTInXI8IgnUeEwu25mB,Di Ferrero,50055.0,46,"['brazilian rock', 'nova mpb', 'pop nacional']",,
5898,1BWIpSA0QKI7kRth9UG644,Woza Sabza,805.0,25,[],,
5899,2cCkEcNkCDJEeX6aT7LdUb,diMaro,7027.0,34,['belgian edm'],,
5900,1mBydYMVBECdDmMfE2sEUO,Sachin-Jigar,1164511.0,69,"['desi hip hop', 'desi pop', 'filmi', 'gujarati pop', 'modern bollywood']",['in (9)'],in
5901,2ngqIbDud3EeLNAdrZCWyN,Natalia,35417.0,38,['classic belgian pop'],['be (2)'],be
5902,0nTbVTXLLbBA4xCtn0cFkv,Myon,19263.0,46,"['progressive house', 'progressive trance', 'uplifting trance']",,
5903,1tBU8jUEdVR3mqSsAqEGfD,Tommy Trash,143128.0,54,"['aussietronica', 'australian dance', 'edm', 'electro house', 'progressive electro house', 'progressive house']",,
5904,30HlKUFTsqlFQsPfyv2yuM,Danny Romero,391882.0,54,"['electro latino', 'latin pop', 'spanish pop']","['ar (2)', 'cl (2)', 'co (1)', 'do (1)', 'ec (2)', 'sv (1)', 'gt (2)', 'mx (1)', 'pa (2)', 'pe (1)', 'es (13)', 'uy (2)']",es
5905,3iN9k8uvm4WrgdlOigOH8D,Hook N Sling,27924.0,53,['australian dance'],"['be (1)', 'bg (1)', 'cz (1)', 'dk (1)', 'ee (1)', 'gr (1)', 'hu (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'mt (1)', 'no (1)', 'sk (1)']",be
5906,3qLpAs6VLppZrKlI0CXK6k,Kayna Samet,32778.0,46,['old school rap francais'],,
5907,58quCP7j2McEeEtRungVle,Charlotte Devaney,4037.0,34,[],"['au (1)', 'nz (1)', 'pl (1)']",au
5908,1SncSgYiDk2kCBBaXIYcwd,Fat Trel,187367.0,43,"['dmv rap', 'trap']",,
5909,5cXuILjN1HMiKBLQ3sVQBv,Kardash,4209.0,40,[],,
5910,1WkZvxuA4zCcFF9GChK6Vr,Grupo Fundo De Quintal,592765.0,58,"['pagode', 'partido alto', 'samba', 'samba-enredo']",,
5911,27se69X1Yrll8cSNWtbWXh,OFFMi,31020.0,37,"['russian hip hop', 'russian trap']",,
5912,1oiZoULxUJDYGOKMgVefP4,Morandi,41942.0,44,"['europop', 'romanian pop']",['bg (2)'],bg
5913,2xjp1njSsecnNhjgKZ35Ok,Silly Fools,892131.0,50,"['thai indie rock', 'thai pop', 'thai rock']",['th (3)'],th
5914,1DjoNMVe0jYejgYoGegVzC,Deane Sequeira,151.0,47,['desi hip hop'],,
5915,5KQuLhckFhcox1K9UCgLuV,Hyphen Hyphen,81191.0,42,"['french indie pop', 'french indietronica', 'new french touch', 'nice indie']",['fr (1)'],fr
5916,1glBi4zyzqaSQoy8ReU0rz,Grupo Los de la O,318951.0,69,"['corrido', 'corridos tumbados', 'musica mexicana', 'norteno', 'nueva musica mexicana']","['gt (1)', 'mx (2)']",mx
5917,56IPf5d631ccKOTmo8RFHK,Felp 22,142798.0,58,"['brazilian hip hop', 'funk carioca', 'trap carioca']","['ar (1)', 'uy (1)']",ar
5918,3PfJE6ebCbCHeuqO4BfNeA,London Philharmonic Orchestra,246566.0,64,"['british orchestra', 'orchestra']",,
5919,6Pr9pssRV0tD0jdh2Z84td,SAF,35971.0,57,"['francoton', 'french hip hop', 'musique comorienne', 'pop urbaine', 'rap francais']",['ma (1)'],ma
5920,17Wt0hzZb6fAEVfIHffQFB,Maudy Ayunda,1034215.0,55,"['indonesian hip hop', 'indonesian pop']",['id (3)'],id
5921,2KkO9uXHF9BVNJASjLekAc,Franco126,298854.0,62,"['italian hip hop', 'italian indie pop', 'rome indie']",['it (17)'],it
5922,3WGpXCj9YhhfX11TToZcXP,Troye Sivan,7115846.0,76,"['australian pop', 'dance pop', 'pop', 'viral pop']","['us (6)', 'gb (4)', 'ar (1)', 'au (23)', 'at (4)', 'be (4)', 'bo (1)', 'br (3)', 'bg (16)', 'ca (9)', 'cl (1)', 'co (2)', 'cr (2)', 'cy (4)', 'cz (10)', 'dk (5)', 'do (2)', 'ec (1)', 'sv (2)', 'ee (26)', 'fi (6)', 'fr (2)', 'de (5)', 'gr (8)', 'gt (2)', 'hn (2)', 'hk (16)', 'hu (7)', 'is (7)', 'id (9)', 'ie (8)', 'il (2)', 'it (2)', 'jp (2)', 'lv (13)', 'lt (23)', 'lu (3)', 'my (19)', 'mt (10)', 'mx (2)', 'nl (5)', 'nz (20)', 'ni (1)', 'no (4)', 'pa (2)', 'py (2)', 'pe (1)', 'ph (11)', 'pl (10)', 'pt (5)', 'ro (3)', 'sa (1)', 'sg (18)', 'sk (12)', 'kr (4)', 'es (2)', 'se (4)', 'ch (5)', 'tw (16)', 'th (10)', 'tr (3)', 'ae (2)', 'uy (1)', 'vn (10)']",ee
5923,7rWuImrIbAa8XxwWVFWNoZ,Riffi,46330.0,49,"['dutch hip hop', 'rif']",['nl (23)'],nl
5924,2fE2SnxNMttyYAdwXgQy5f,Andreas Schuller,2957.0,21,[],['no (1)'],no
5925,4FuRHFtCeoYaeeVDKyyvbS,OVAN,67127.0,44,"['k-rap', 'korean pop', 'korean r&b']",['kr (1)'],kr
5926,4XJPVnaKHtfPw75SomdyQ5,Acejax,3189.0,40,['sky room'],,
5927,4W48hZAnAHVOC2c8WH8pcq,The Temper Trap,659778.0,67,['modern rock'],"['gb (1)', 'au (2)', 'at (1)', 'id (1)', 'ie (1)', 'lv (1)', 'pl (1)', 'sg (1)', 'ch (1)', 'tw (1)']",au
5928,4muflzUhyiZwUt51ktjoC9,Connexion,729.0,26,[],,
5929,5FEh6KHK99CyLXp3qFvZFM,CoCo,154310.0,58,"['italian hip hop', 'r&b italiano', 'rap napoletano']",['it (5)'],it
5930,75udD9hen8NeHTe92rUNLa,Jason Zhang,155005.0,47,['mainland chinese pop'],['tw (2)'],tw
5931,0wxa02PwiKJW3ZpzYHlCN2,Torsten Stenzel,322.0,27,['deep chill'],,
5932,3u0QiWQbfTRppgZe7P4EE8,Yung Bawal,137.0,32,[],,
5933,0bI3VA9gVcpoOzrklKgG7V,BLU J,5048.0,32,['future house'],,
5934,0VZrPa7mWAYXH4CwmYk8Km,Kidd Keo,2303566.0,70,"['drill espanol', 'trap latino', 'trap triste', 'urbano espanol']","['ar (10)', 'cl (1)', 'cr (2)', 'it (1)', 'mx (1)', 'ni (1)', 'es (24)', 'uy (6)', 'ad (1)']",es
5935,21LGsW7bziR4Ledx7WZ1Wf,Johnny Mathis,342429.0,53,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'vocal jazz']","['us (1)', 'gb (2)', 'au (1)', 'be (2)', 'ca (1)', 'cy (1)', 'cz (1)', 'ee (1)', 'gr (1)', 'hu (2)', 'ie (1)', 'lv (2)', 'lt (2)', 'lu (2)', 'mt (2)', 'nl (1)', 'pl (1)', 'sk (2)', 'ch (2)']",gb
5936,07SFzTMeYf5P8Rd32a9Zzw,AK AUSSERKONTROLLE,757558.0,63,['german hip hop'],"['at (18)', 'de (30)', 'ch (15)']",de
5937,0HSc7yUdNSosxRb2UJnXlz,Namika,604702.0,51,['german pop'],"['at (2)', 'de (4)', 'lu (4)', 'ch (2)']",de
5938,2ayt5jDUuTCpoTG7sHSvuq,Stonebwoy,196859.0,50,"['afro dancehall', 'dancehall', 'ghanaian pop', 'hiplife']",,
5939,2L6ltv7c16hTJuAGZEVjrR,Dirty Money,882.0,21,[],,
