,id,name,followers,popularity,genres,chart_hits,top_chart,x,y,degree
50791,5ZRwRGRwqJbmGUDlmxKsP9,Tim Lambesis,188.0,24,[],,,-18387.05047510733,9734.190006118302,1
50792,3dds88EVSeBgkPCJ47ZzRZ,Shed,21104.0,28,"['ambient techno', 'dub techno', 'float house', 'intelligent dance music', 'microhouse', 'minimal dub', 'minimal techno', 'outsider house', 'techno', 'uk bass']",,,-21412.10113346751,2803.566028306555,1
50793,55P3gPnko8eY36IyUHC5gF,Troze,187.0,28,[],,,-17803.23866658352,2648.583182868533,1
50794,5ICm42Qd6Mxunp1xyBGUp0,Adam Tensta,8170.0,29,['swedish hip hop'],,,-20370.147662209994,4103.388871426033,9
50795,6rrfw2MwiwpIMnA8pWj1UQ,Cause & Affect,10974.0,29,"['bass house', 'deep groove house']",,,-19629.193384902122,4881.109200831767,2
50796,4MoS5osilxUivShOUtUoZP,Justyna Steczkowska,16901.0,33,['polish pop'],,,-26737.065757499226,-1971.2037706378521,2
50797,76BiSFOr2qBMR7TtLxOG5o,Gian Magdangal,834.0,26,[],['ph (1)'],ph,28189.48602071843,-9752.314672245986,1
50798,68OOyVnaUOq7m4cxQmZslI,Band&dos,3940.0,35,"['afro house', 'electronica venezuela']",,,-13473.725900639614,2282.826185734188,1
50799,4gf1mGm7j8ELBFpR5CF1YF,Xabski,4941.0,41,['danish hip hop'],['dk (6)'],dk,-20096.513548920313,3236.2274517725928,4
50800,688qufssIBfmoD8BJxZD9Q,King Plague,27631.0,33,"['wave', 'witch house']",,,-23381.35953676459,9783.424509209428,1
50801,5xUW4ugFxRJtCe7RLIdKvV,Jordiz,1174.0,50,[],,,-20699.665892982393,4165.057238591775,2
50802,5zvA6HyFYCAVgVxjTFGMIu,Scruffy,620.0,33,[],,,-21288.245248651234,-554.0270908441953,1
50803,7lU8Gtn7moZmPqqu4oPkEh,Brevin Kim,12471.0,41,"['boston hip hop', 'hyperpop']",['lu (1)'],lu,-20107.346048941774,1466.0290267742303,7
50804,7xpdGx95yjp1d4c6dViRSx,Gianni Blu,7252.0,43,['covertronica'],,,-15783.970745333681,3380.946705930099,2
50805,4To81dMJBCcMLtUbdWBarf,Kristen Hanby,97599.0,38,[],,,-19765.718021592736,4750.609507017216,2
50806,5PUE4fiKH6HZTYV5EHWFR7,MIRA,1.0,20,[],,,-14718.284531230274,21336.920249247247,1
50807,6XcqFasIPs3ilHQiLkOJK4,Andrea Britton,375.0,23,[],,,-20298.653323349863,4928.562026591341,1
50808,0ulBrEthgmWZXOCY9620yB,Astrak,539.0,25,"['euphoric hardstyle', 'hardstyle']",,,-17952.412447626353,2553.657249393238,1
50809,7mkvT1y5EkJJtQKjF36HQA,Sonido Basico,66857.0,36,['cumbia villera'],,,-10988.83169382076,2467.4553059557625,1
50810,50A4LkkoiVLuJAtcRvfqYh,Babo,5931.0,33,[],,,-11517.392676756845,1098.8856864672227,1
50811,1B97ikWJN700ok7BMo1tws,Barber,1155.0,27,[],,,-22144.630983045678,1036.2267289309123,1
50812,3yX8kCojnUAJJ1eWGZT38j,Hatari,49643.0,36,"['icelandic electronic', 'icelandic post-punk', 'icelandic punk', 'icelandic rock']","['ee (1)', 'fi (1)', 'gr (1)', 'is (7)', 'lt (1)', 'mt (1)']",is,-22147.719474549183,11945.756951412619,3
50813,6v709YcVpmYcSAwdynuGLY,Nick Rouze,205.0,22,[],,,-23684.43572806659,2614.349686524846,2
50814,5VeUV8AF51JVAHeQa7VzZ1,Matthew Heyer,651.0,30,[],,,-19473.35891530397,2807.6214297261167,1
50815,3S3l1EegoGkmCrbxAmwDxu,Lil Bam,23515.0,48,"['alabama rap', 'atl trap', 'trap']",,,-17604.00743928831,2998.04523114902,1
50816,5mQAYhwuI0mAnzxldEWw8s,Vave,139.0,38,[],,,12247.296661891565,-35619.71401797438,1
50817,79qRD2IfSr3pmuYUficMWX,Beatsteaks,312553.0,49,"['german indie', 'german pop', 'german punk', 'german punk rock', 'german rock']",,,-23064.471086646507,2720.5581134607773,1
50818,7J7YzKnvAyEmHCg7LGWW0G,Alex Aris,2530.0,51,[],,,-19179.68406996349,5081.033238851057,5
50819,64Ne9xbQUL91scDAPm7I7k,Yan Pascal Tortelier,522.0,27,['orchestral performance'],,,-22911.56639934172,11880.553893046643,1
50820,65KLDeIpaj2iGbIeWZzdl3,BODO,3227.0,30,['manele'],,,-23487.865787709135,6818.241128099081,1
50821,2X2m34XTofjWhhW0Wnya5k,Klara & Jag,5151.0,32,['swedish pop'],,,6399.974116664638,29342.554141851797,1
50822,79RmzX8i9w6YwqJjg3O1MY,Blaenavon,43858.0,34,['english indie rock'],,,-20060.85280962153,4510.960279258412,1
50823,6I6D8TtS4XigTFy78JLTGa,Nosfer,117.0,30,[],,,-23886.261932895795,21085.47821206897,1
50824,5fRiVl9fyhUEZhcpMyIxUG,Michael Crawford,23794.0,45,['operatic pop'],,,-21455.80167130178,7832.453029631354,1
50825,1QmvQ85XeiNuA0pniJoTf9,Castro,2262.0,29,['uk drill'],,,-20187.347028602686,6235.356414198231,1
50826,745nbTMdhGgNwZZiYhjzln,Hanody Awesome,20647.0,28,['gulf hip hop'],['sa (3)'],sa,-26711.649382390522,2161.6327950595223,1
50827,4lwPGsAG5qnfn1JOtESnYZ,Guordan Banks,33870.0,40,[],,,-17779.00738258181,4974.506225920045,2
50828,18lGx9dGISidjT90GqHtPi,Trevor Holmes,7626.0,25,[],,,-19762.104105022845,17461.767779561666,1
50829,7DtPTV02rmUkPRlH1VA4QL,Jagtar,504.0,29,[],,,-18681.003468870622,11559.899211144333,1
50830,1yrJYfMWNHZWIGWM2Cb4gF,Zugezogen Maskulin,53276.0,38,"['antideutsche', 'german alternative rap']",,,-22009.84954691288,3509.593243694719,2
50831,3i2AdhSP4YeSYY1m5JoUnK,Boumidjal X,914.0,43,[],,,-20467.040686323162,4806.68197441519,2
50832,7lX7FtZUfo58ByqmVOC0JA,4rAx,2324.0,31,['west coast trap'],,,-18416.567530784643,2483.7557616330455,1
50833,6yCGdZHId0vWEO5NxS4g8d,Omer Netzer,11326.0,29,['israeli pop'],['il (1)'],il,-16797.639311190913,4857.186908999474,1
50834,6Tz3nFnN2k3qvsjgJuCO1p,Kuroneko,168282.0,49,"['anime', 'anime rock', 'j-pixie']",,,-18689.270411401856,7357.029061012644,2
50835,4huJyydJJ5UeK2tSuZ70gc,"Samuel J. ""Tone"" Barnes",111.0,40,[],,,-17917.340017889896,3019.947224169993,1
50836,5kCbm27Yz8Na4y44EfmOGa,Just Riadh,783.0,31,[],,,-17913.87668325153,2361.7583165550245,1
50837,7qevodTHcV0rtg9O7ih6nn,Louis Mattrs,17239.0,40,['uk contemporary r&b'],,,-19627.564412773,4613.578986158547,3
50838,7gsMzXapXdZ5XzVPJp4rBd,Liriany,44115.0,31,"['kizomba', 'musica angolana']",,,-7854.210329766575,16788.09468642027,2
50839,7IJuhai74EqbgF8Uncnvi3,Diephuis,699.0,20,[],,,-20660.43868685623,4369.00353066352,1
50840,6aSGmO8aWmmHOBqzK4XUO5,Nikita Goryachikh,19.0,20,[],,,-23457.379738830794,2830.7328064967805,1
50841,5gp2bynafc2IgEWzOBAbIe,P3GASE,82.0,20,[],,,-22003.995469221467,3200.759511525959,1
50842,4EG9Lq1bQBzJLH3pPwSTQ5,Wibal Y Alex,174533.0,39,"['latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']",,,-15263.443825274977,4539.606127062955,1
50843,5r7LkOol12kfqHXCBuLRg9,SHTERN,1418.0,28,[],['ua (1)'],ua,-23324.320863133922,2843.5949309325483,2
50844,7BTWFChvstLB6ZCvuiUaZV,Nilesh Ahuja,1249.0,55,[],,,-19850.636440193302,19364.355301172818,1
50845,4hYxvgmTzS29XAXlo5adgM,L2B Gang,216738.0,52,"['french hip hop', 'pop urbaine', 'rap francais']",['fr (2)'],fr,-21690.96188253336,3264.661205144306,5
50846,5b3qoAfXvLD9swUqlGdeGN,Anamari,133.0,27,[],,,-16098.306182257104,4602.862754143406,1
50847,5SXuuuRpukkTvsLuUknva1,Baby Keem,1046017.0,78,"['hip hop', 'rap']","['us (9)', 'gb (1)', 'au (3)', 'at (2)', 'be (2)', 'bg (4)', 'ca (7)', 'cy (3)', 'dk (2)', 'eg (2)', 'ee (4)', 'fi (1)', 'de (2)', 'gr (2)', 'hu (2)', 'is (3)', 'ie (2)', 'il (1)', 'lv (5)', 'lt (4)', 'lu (2)', 'ma (2)', 'nl (1)', 'nz (4)', 'no (2)', 'pt (2)', 'ro (3)', 'ru (1)', 'sa (3)', 'sg (1)', 'sk (2)', 'za (16)', 'kr (2)', 'se (1)', 'ch (2)', 'ua (1)', 'ae (4)']",za,-18812.588784295574,3777.5826607810927,4
50848,1HkWfjmOohAg7lS9bv1QcL,Demae,5360.0,31,['indie r&b'],,,-19652.20046584601,4630.3994690742675,1
50849,6t68J5tK71gdrfHJcusX9t,Velo,999.0,26,"['norwegian pop rap', 'norwegian trap']",,,-21783.53673506686,2686.142483824703,3
50850,35C6BztjuLxKVxOIIxeGMS,Martti Saarinen,1664.0,22,['iskelma'],,,-14479.469565366242,20690.249390554367,1
50851,5KPaJqjZ6Ta1dDO47eSQKa,Beatoven,1697.0,27,"['hip hop tuga', 'rap angolano']",,,-12511.00332038246,6185.221229312712,4
50852,7BtDOCA9U1krM87JITg6bF,Jucee Froot,94407.0,44,"['escape room', 'trap queen', 'viral rap']",,,-17559.359229343565,3844.2110972156825,3
50853,4ZhezkljO5gk3KoH00hoFC,nexxbeats,157.0,25,[],,,-17947.01155078542,2616.8326128559606,1
50854,1CoiO3TdOsRbxRdR499PSn,Berfin Mis,43043.0,30,[],,,16303.633248905357,7176.499686919795,1
50855,6BY5HhFibJ6LXJ1vVAByLw,Valerie Hamaty,1770.0,28,[],,,-17361.875283797097,4307.810743113188,3
50856,34nVLWMJTjaMh2aSMOQHei,King Pharaoh,18831.0,24,[],,,-18424.058657078393,6029.941821459122,1
50857,7xh1qfJUMNYtKe5fUzxNJA,John Correa,41.0,26,[],,,-15338.558291972951,3942.867355787487,1
50858,4YrURxtCHtPBfNDmMNp7IG,Cruel Youth,137492.0,39,"['electropop', 'escape room', 'indie poptimism']",,,-19372.506735512212,3277.396824445363,1
50859,7ezZ4ix4QBrKkvxanGClFB,Jyoti Nooran,4466.0,47,['modern bollywood'],,,-19901.254711498397,16869.352173511907,4
50860,63fRtpDvXw9m8pWZfdBGlA,RZ Mas,910.0,32,"['vietnamese hip hop', 'vietnamese melodic rap']",,,-22495.213826030427,16406.84562456456,4
50861,2WSfZbDdqD4nXh8Nm5UcMO,Tina Tamashiro,460.0,21,[],,,-17882.121880868675,4847.813011225272,1
50862,6RS7RIKPVnJBD21AMI0Qzp,The Program,322.0,28,[],,,-19461.213808300134,1843.251769822502,1
50863,7mX2cjFGrVXGHcsmyPirSh,MRGH.,632.0,45,[],,,-26868.689105219797,-558.5408843667816,2
50864,7c40GtC37kwpGDm8kbYcHr,Hot 'N' Juicy,520.0,43,[],,,-19840.514274652494,2508.674795239488,1
50865,2KbB3gtN7iijePsEhtK438,Ayo Britain,2254.0,26,['manchester hip hop'],,,-19193.131155872437,3112.9398073737557,2
50866,71x0OO2toFjXrMRcufL9tv,Poupie,36134.0,53,"['new french touch', 'variete francaise']",,,-18493.75722536631,3523.145189692311,6
50867,5Tz4zMiRWqiQVAymWZz99a,Zebra Katz,60281.0,42,"['alternative r&b', 'escape room', 'lgbtq+ hip hop', 'shimmer pop', 'vogue']",,,-20059.019046047055,3127.836743562586,1
50868,7eDFwYpqsAROCZibWYr5C1,Gloss Up,1688.0,47,[],,,-22506.683392017687,2102.148878904081,1
50869,5S5QIbT7jBgzYSCu6bQdew,Melissa Ramsay,830.0,22,[],,,-20091.652702682655,5589.463698115917,1
50870,4oEhVAb4wkpqQbOqVMroI4,Ninet Tayeb,53919.0,45,"['classic israeli pop', 'israeli rock', 'israeli singer-songwriter']","['il (1)', 'ro (1)']",il,-17383.448850801327,4211.559373513127,4
50871,7JXt7NDSPYN39EDLs58huE,Aafke Romeijn,4159.0,27,['dutch indie'],,,-21950.268028832383,3215.715079594543,2
50872,3vkcJL0rXaCK63ef9gMzbf,L8ching,6365.0,31,"['chinese indie', 'chinese r&b', 'taiwan pop']",,,-23838.962740699426,495.5391070420437,1
50873,6qW2MCeqjNlMwiLl0JPbuZ,framed,54612.0,64,"['sped up', 'viral rap']",,,10653.903051401832,7208.399272287275,1
50874,7Jx8rH0OCH6CQt1htueDn7,Sergi Maya,41.0,23,[],,,-14903.740253827233,777.7681698524401,1
50875,7cd6nPG0Z3MyfIMMLDl0YA,Pyllo Cortes,20067.0,35,['flamenco urbano'],,,-12312.56189197172,2931.7954218967925,2
50876,2cunhwKjKtR9gOHDIZdDMQ,Maor Mo,529.0,25,['pop r&b'],,,-19690.357938904534,4300.696906603668,1
50877,4actG94YfJxMVdKBGWkAZL,Sandy B,4477.0,35,"['classic house', 'disco house', 'diva house', 'hip house', 'vocal house']",,,-19126.808792534328,1547.8041277969792,1
50878,60IwJloySJBNaI0iQJzzAb,MC Lara,17.0,34,[],,,-5841.1705463940625,8531.261644390785,4
50879,6MTByljF8u5omBltY2VKPU,Anoushka Shankar,210279.0,45,"['indian fusion', 'sitar', 'world', 'world fusion']",,,-18560.854973486665,5534.374902170805,2
50880,6pfvBOdtGIAlRqfdRMBUCN,Mixey,7990.0,30,['tallava'],,,-20356.903404747136,4559.344195860135,4
50881,4PLsMEk2DCRVlVL2a9aZAv,SOAK,78205.0,43,"['derry indie', 'irish singer-songwriter']",,,-20300.666382233445,4237.439212480119,3
50882,5IqyGfpBzT30zaatdUkauJ,Nanomake,9033.0,24,['gaming dubstep'],,,-19653.643162018132,5933.667852728591,1
50883,6ZFPqrsBkF6WDMe9h9rXQT,Juan Antonio Labra,26155.0,40,[],,,-13457.8145191697,2402.881241116695,1
50884,47XrkMqishxh2RQSBWOEWq,KAN a.k.a. GAMI,21545.0,39,"['j-rap', 'japanese underground rap']",,,-20299.095883627695,3108.112609399408,2
50885,33hj9n9Y19jGhXk8m7ezKR,Destin Laurel,584.0,21,[],,,-16605.813765106363,2926.4993058419213,1
50886,69G9yOls2tiws5DaLkXZnJ,Yung Dada,1232.0,30,[],,,-20924.58309549436,3811.0651599434573,2
50887,606TzijR5hFer9LQKeM5b0,Dios Moreno,240.0,22,[],,,-17816.886186809646,5634.367141754638,1
50888,1J4lVvwCqmAwOJ5kqKamBy,Perpetuous Dreamer,2324.0,36,['dutch trance'],,,-19604.617395967416,2780.9428630745338,1
50889,3n13dmLc3HY0wL5zwfuOsC,Goulam,34037.0,35,"['musique comorienne', 'reunion pop']",,,-20683.214193262094,3251.1608552073285,3
50890,7KdcPj1wOw7zf4ijzUjajW,Dipper,12.0,24,[],,,-24163.39727742869,17545.585031838167,1
50891,3hZ2JuVlcM4yFRDwPUSXvC,Twenty Fingers,11027.0,27,['kizomba'],,,-17516.882703599324,5875.998750850596,1
50892,7omzannyG2lfDqP5xyZo34,Joshua Radin,378682.0,55,"['acoustic pop', 'indie folk', 'indiecoustica', 'neo mellow', 'pop rock']","['at (1)', 'tr (1)']",at,-19701.757417537385,3823.6682980685077,8
50893,5lHeHJPYUJdDBXIApseBwO,Zany,26295.0,47,"['classic hardstyle', 'euphoric hardstyle', 'nederlandse hardstyle', 'rawstyle']",,,-20108.254151006753,3998.825041403487,6
50894,7aG4lVpCQ8zNpue2emCSZ8,Sonora Dinamita De Lucho Argain,30006.0,36,[],,,-13084.468135972887,2166.5576628770527,2
50895,45T95erfA76LEZM3uc2jbS,Ahsen Almaz,12960.0,39,['turkish trap pop'],,,7989.271483684381,-30217.768818299566,1
50896,6fCKkZJmKHxmlr8mkIj5vJ,Oumar,4132.0,29,['rap inde'],,,-22049.785140746302,4400.926655974349,1
50897,1tYOWKifYJqpVJ3nnHR3FC,Jamal,2733.0,28,['schweizer rap'],,,-21493.789004880953,3179.05830714257,2
50898,1t4CeVXKlDWTwwroCmPdk8,AIR APPARENT,13010.0,25,[],,,-19241.271794319087,3029.3288021226813,1
50899,5nWUxMDXCniEU2M0VXZPH3,Afrotraction,30159.0,30,"['afro soul', 'south african pop']",,,-15840.492894843464,-1204.2328084061778,3
50900,7hCrrpVmgtWF6Y3MZed12l,Sima Cunningham,229.0,38,[],,,-18901.38188667866,849.5540517640467,1
50901,7mUVdIwwAN5YJlMMir29Up,Vickie Cherie,549.0,24,[],,,-22361.91672574216,3073.1217807389203,1
50902,6KzFpoFDDvmlin4ij5zgMj,Jasmine Kara,19818.0,28,['orebro indie'],['se (1)'],se,-3537.382026578356,19841.762746395867,1
50903,481VlDdXZAIRxnHyywNbXn,Leighton Meester,108373.0,51,['post-teen pop'],,,-19146.306830451398,2821.7751372874627,1
50904,4UxkyClhUPBeJjyGwHvgaV,Emil Lange,4657.0,43,"['dakke dak', 'danish hip hop', 'danish pop']",['dk (5)'],dk,-18389.175346402702,2377.8405082995037,5
50905,6ckyg7wmYQLuUqRkLtKnj5,Sanam Marvi,64844.0,32,"['classic pakistani pop', 'pakistani folk', 'pakistani pop', 'sufi']",,,-20420.334866752248,16758.258241738968,2
50906,65RSx9RT02eH4TvBKdeqBY,Deepshikha Raina,7218.0,30,[],,,-19736.03272551824,17550.7568641247,2
50907,47WlUGFrUj1hDhjzX1l6nc,Noak Hellsing,6472.0,36,['gen z singer-songwriter'],,,-34575.41402436447,26251.293084568595,1
50908,2UPXaOMAUoDejs8gwvElii,Litens,214.0,24,[],,,-18882.867671051416,2437.849548531034,1
50909,75jAHvhnaeeV7l82OqhFlv,Jap Facundo,44.0,21,[],,,-18814.67539994217,12613.83809089211,1
50910,71FmTfYoEXhF3kSsbPiuKz,Saffron Stone,2169.0,42,[],,,-19124.978243476675,4594.927132699481,4
50911,6PFcrRZezCL5p9A0nwb7ki,Anthony Russo,69887.0,46,['chill pop'],,,-20056.43977896667,4021.4757741177723,3
50912,7K0Se2JHfaWPp6OUS2gvgI,Jamila,22964.0,31,['moroccan pop'],,,-19676.19186228028,6236.193791422109,1
50913,7rgCh0Go1ezmcV75kXQM2T,Engelwood,99627.0,50,"['chillhop', 'future funk']",,,-19855.174769958467,4440.56349296151,2
50914,78rdC4FvVaOJmEgfjlUi4a,Geeta Zaildar,691620.0,49,"['bhangra', 'desi pop', 'punjabi pop']",,,-19330.020960603233,15239.08663521929,2
50915,4Td7DjmnDqvSDBHtuJomoF,Popeska,17963.0,36,['filthstep'],,,-18890.324413894854,4973.184635517487,2
50916,3wVdhooIoUkjhi0IbC0Zqs,Giovanni D'Anzi,354.0,21,"['canti alpini', 'musica lombarda']",,,-20744.981852319703,7932.88064343981,1
50917,4EMUBDVdTer3U0WmxGLhkI,Caliph Buskers,15182.0,24,['malaysian pop'],['my (1)'],my,-17188.143007108167,13989.960366434061,1
50918,6R6DXuHYxkMv159D9OaS3C,One Voice Children's Choir,108929.0,48,"[""children's choir""]",,,-21956.594948884565,9644.391209873413,1
50919,7crF48BmAnNaoNU8QPVld0,THEMXXNLIGHT,13991.0,43,['trap soul'],,,-19032.000422778943,9546.53669985918,3
50920,2utNxkLhreF1oIfO8kQT3q,Manfred Mann's Earth Band,358120.0,56,"['album rock', 'art rock', 'british blues', 'classic rock', 'hard rock', 'progressive rock', 'symphonic rock']",,,-18910.508079280087,2848.65649169103,1
50921,6iuybPv0Mii8x21mztjaUN,Anna Oxa,143130.0,46,"['classic italian pop', 'italian adult pop']",,,-20373.97316076488,7280.130363565288,1
50922,75jw18ThjTKVeuIZObGgkN,DANK,1230.0,23,['big room'],,,-18455.788036763115,5205.515970443148,2
50923,2Ie3P7oklbSFxfrGtrkT9W,Orange Stick,15353.0,44,"['lo-fi cover', 'lo-fi product']",,,-15439.080437174207,897.7169284301935,1
50924,5Sxuc9SQm15w27y78DV4QG,Ivan Kral,2908.0,21,['czech rock'],,,-30412.73359323029,812.6661160772625,1
50925,6z3KmBBSYseegqLrRZXZxe,Thamarai,868.0,51,[],,,-20972.729017036876,17810.474412711643,2
50926,7i7EQonx0GrqoKiNQL4gFO,Renato Zero,678181.0,55,"['classic italian pop', 'italian adult pop']",,,-18602.610676606655,5461.239560909032,3
50927,3kdAt1M24OsazoncWOFlFf,WOST,545.0,28,[],,,-13711.333928549273,2908.33611787153,1
50928,6bS1ddLkqrK5Jl6GyKK4j2,Og Bobby Billions,7446.0,52,[],,,-17174.676468987032,2953.5067478502165,1
50929,5y1a3x8WQZLTsmLPowFnkj,Ruby Ibarra,25451.0,29,"['alternative r&b', 'asian american hip hop', 'pinoy trap']",,,-20339.66286508676,13647.675005618905,2
50930,7CWvyZsjuJlxfM8Le6B9nP,Hi-Rez,158795.0,49,"['indie pop rap', 'maga rap']",,,-18755.28009987845,6979.6300162873085,4
50931,604SIyQJ7kt1BUikmaNQAN,Luigi Denza,816.0,33,"['canzone napoletana', 'italian romanticism', 'post-romantic era']",,,-21257.475250929252,9789.595686631399,3
50932,7l1IUcuGTEXMuD1aN3wFqw,Ralph Kaminski,150396.0,56,"['polish alternative', 'polish pop']",['pl (1)'],pl,-25025.216988525608,85.30934274240225,6
50933,7bQLFALIEawxhkyFiiLVhM,Doss,23275.0,38,"['dream trance', 'escape room', 'hyperpop']",,,-19862.688906341955,3327.572959156984,2
50934,4ewppI9vzmldOYkVcgqJHb,Riko Band,3002.0,22,[],['bg (1)'],bg,-23212.13902889411,6031.670546338543,1
50935,7LBzs6cqSEFzNeCXr3Bhhw,Soliaris,466.0,28,['lithuanian pop'],,,-20582.73388913757,5612.275192483696,3
50936,1P9syEkl41IFowWIJN7ZBY,Pete Seeger,145413.0,43,"['american folk revival', 'appalachian folk', 'banjo', 'folk', 'folk rock', 'old-time', 'singer-songwriter', 'traditional folk']",,,-22248.79740075933,10526.840119945839,1
50937,6Lo8P9wWJWbdQoyupmn60w,Mc GP,5.0,21,[],,,-6986.625366815854,7323.666468443399,1
50938,2nJZffRcm3WDa74FSkYYOb,Vienna Radio Symphony Orchestra,3414.0,44,"['austrian orchestra', 'orchestra', 'radio symphony']",,,-21067.696998762352,8649.540618182784,2
50939,6qtECqesbU29iftyeWmldK,Code Orange,171197.0,41,"['pennsylvania hardcore', 'pittsburgh metal']",,,-19893.89552449484,2226.1336005639887,1
50940,711uESshM9OxGFc3lT8CL8,Blackmagic,7824.0,38,"['alte', 'naija old school', 'nigerian pop']",,,-17729.238754599828,3875.5695824974005,2
50941,5Nqs1Ap8F1oxX1hBm9a3gm,Enya Angel,3022.0,31,[],,,-20343.422710287155,1768.0837353228942,1
50942,7uOJpeoGinXeL1qo8VNtZ6,MC Junin RD,4440.0,29,"['funk bh', 'funk mtg']",,,-4537.066381980637,8682.293012493556,3
50943,7KWyu8jANkeNdR4XJd9bIx,Eboi,359.0,23,[],,,-18081.410267413085,7226.806491490972,6
50944,6H2JQ8igAAa5UBr2u496mb,John O'Callaghan,97099.0,46,"['progressive house', 'progressive trance', 'trance', 'uplifting trance']",,,-20120.27029362131,3116.9877229889407,2
50945,2bhXhHd607n9Ax6GhaNbPD,Ayla,4672.0,32,['norrlandsk hip hop'],,,-20051.429802900537,2615.6011427017265,1
50946,526l83JGpr5wgOKWHVSnWN,AKRAS,141.0,28,[],['fi (1)'],fi,-34849.0819313142,-10789.560487192559,2
50947,7nsXkCzq2603Kc9SrJx1q0,Deekapz,10997.0,37,"['chill baile', 'musica eletronica brasileira']",,,-12842.436441754911,5471.1194221529795,5
50948,20MZ39LxRBX2PtN6DgegqU,GLN,989.0,26,[],,,-19328.66111042943,5134.628091711036,1
50949,6rM2yY0GnVcOHMU5GD3y9E,Martinho Da Vila,625717.0,58,"['bossa nova', 'mpb', 'pagode', 'samba', 'umbanda', 'velha guarda']",,,-9903.385573831265,6718.2843583058975,2
50950,4sox56HkYoppCSBF6Trcwl,Baba Sissoko,6190.0,29,"['griot', 'ngoni']",,,-20361.804197292302,5453.656564449983,1
50951,6aQfrWHwAcuY8IYItbChZh,Shinda Kahlon,59655.0,67,[],,,-20486.230274451853,13358.23837431069,2
50952,66y9wEcA9aucJ69FTYYbGb,MC Skcot,1543.0,58,[],,,-2063.7545255655364,9446.315625666559,1
50953,7fMhppMTr3ElTOEJqSbkEq,Slava KPSS,34015.0,42,"['russian grime', 'russian hip hop', 'russian underground rap']",,,-23839.417463444985,2337.2804376828503,3
50954,6DiBaDREJP86aFBjngZCsh,ZEHAVA,408.0,23,[],,,-19096.942145524004,-11797.999144484338,1
50955,6tDESlsE9MXHHGHASpXukv,DJ Spoony,5248.0,28,[],,,-18334.730290905074,3048.2144484975506,2
50956,5t5Q8CE0sBPTkZxMWwEv0N,Tasia Sky,187.0,23,[],,,-19899.307174201364,5839.920396949508,1
50957,3cMEiDsx9VpGvF71hUGswS,Eddie Meduza,158230.0,53,"['classic swedish pop', 'danspunk']",['se (1)'],se,-20729.688092763452,10073.019940093878,1
50958,3ibZ40zQBPva1PoxXe8bdR,Sarah Blackwood,8056.0,39,[],,,-17068.33128630978,2259.521255101466,1
50959,7nw3TslhIKWzoHZxpFYdPp,Maria Mathea,1373.0,40,[],,,-21691.764443267355,3500.492781448115,2
50960,5ipWRLn333WQI7ZNbh3AU7,El Samurai,13141.0,27,['colombian hip hop'],,,-7791.875157741073,7475.016464428293,1
50961,6l5IEx62Nsc2k1QyfaWvEz,Wellboy,61998.0,44,"['ukrainian pop', 'ukrainian rock']",['ua (4)'],ua,-22678.86011225181,2022.9133652874327,1
50962,4a0VI6xvPCbticL1OMw3dM,Sebastian Dobrincu,642.0,23,[],,,-22592.197701169276,7070.542562789795,1
50963,7MyVwKKijhtfXNuvk9o748,Mc Yuri BH,8421.0,22,['funk ostentacao'],,,-6117.939507779882,7701.831864208836,3
50964,3EwJyciUZbuZc8gZTKKdAM,Manh Dinh,6331.0,27,['vietnamese pop'],,,-26329.38129369049,15468.865248752221,1
50965,5AVAzwpIu9f3H1oegupPCd,Travis World,11437.0,42,['soca'],,,-16523.999698745432,3618.3794834273085,1
50966,6hSnbFV44BMzWgP9alWsTc,Joel Alme,24179.0,44,"['swedish indie pop', 'swedish pop']",,,-20163.606995861424,6123.341877668417,2
50967,6UtwowzqB8BGG2RJ2D7kx1,Fare Soldi,2580.0,24,[],,,-18072.455264009866,2300.503439248109,1
50968,3LqtmAITRyjrk1k1uqsAY7,Tay2xs,539.0,20,[],,,-17958.134874762356,4837.944420459443,1
50969,7IVvHpo698q6w0VadlUxCL,Ekko & Sidetrack,7719.0,42,"['chillstep', 'dancefloor dnb', 'liquid funk']",,,-19594.960493839248,2579.2213865061067,5
50970,5NEKAtf7afhypvelV5FatN,Sharreth,35521.0,43,['mollywood'],,,-20368.284191635525,18938.38046829651,2
50971,777VvA3uwVPIuwhWcy0LC1,Amor de Carnaval,536.0,30,[],,,-12316.571134909856,5855.01116597876,1
50972,0gy1QnVC9qFF5Xik5XuF0B,Jarami,74.0,29,[],,,-20422.879236674115,5400.264631795006,1
50973,7a35Zdc78bDXJv2vYf5hSO,Beendo Z,70419.0,62,"['french hip hop', 'pop urbaine', 'rap francais']","['be (1)', 'fr (1)', 'lu (1)', 'ma (1)']",be,-20487.762261595493,2571.0799746345715,1
50974,7lArxuFcsS5RPDfdXXrNCz,Chico Cervantes,643.0,27,['cumbia'],,,-14369.425278169247,-2127.1395765730526,2
50975,5ATG28qJzT3dATBV1UPxcN,Nithya Menen,1075.0,23,[],,,-20269.43121065364,18841.047204746497,2
50976,53LFBLDJbnnf86FSQHpCwu,Booty Callers,836.0,36,[],,,-19374.918443236365,2422.899220043712,2
50977,7nH0DHe6DNg5KxZV89OCod,Fernando Gil,1131.0,22,[],,,20578.345829436657,-8507.552166033036,1
